Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
McCullough-Hammes,Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Laura Thompson,05/26/24,Custom solution,Sales Accepted,4,,,896,100,03/15/25,
Botsford LLC,France,48.864716,2.349014,IT & IT Services,Small (11-200),Emily Johnson,03/22/24,Custom solution,Sales Accepted,4,,,1108,20,01/08/25,
Bauch-Schmitt,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Laura Thompson,04/11/24,SAAS,Sales Accepted,4,,,304,30,06/02/24,
Koepp-Hand,Switzerland,46.204391,6.143158,Education & Science,Small (11-200),John Smith,04/17/24,Custom solution,Sales Accepted,4,,,971,40,11/29/24,
"Konopelski, Feest and Fisher",Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Laura Thompson,01/24/24,SAAS,Sales Accepted,4,,,1554,40,03/20/24,
Goyette-Green,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),David Wilson,01/18/24,Services,Sales Accepted,4,,,1938,30,03/25/24,
McCullough Inc,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Emily Johnson,01/23/24,Services,Sales Accepted,4,,,1746,40,09/24/24,
Botsford Group,Belgium,51.260197,4.402771,Education & Science,Small (11-200),Sarah Davis,04/22/24,Services,Sales Accepted,4,,,1417,60,11/20/24,
Hand-Fisher,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Michael Brown,01/19/24,SAAS,Sales Accepted,4,,,869,70,09/02/24,
"Bins, Dooley and Kirlin",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Sarah Davis,03/05/24,SAAS,Sales Accepted,4,,,1077,40,06/08/24,
Yost Group,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Sarah Davis,02/13/24,SAAS,Sales Accepted,4,,,1382,100,04/24/24,
"MacGyver, Kautzer and Stamm",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),David Wilson,05/14/24,Services,Sales Accepted,4,,,356,10,09/28/24,
"Mills, Heller and Herzog",Spain,40.416775,-3.70379,Government Administration Healthcare,Small (11-200),Jessica Martinez,05/31/24,Services,Sales Accepted,4,,,1933,20,09/25/24,
"Kuhlman, Friesen and Emmerich",Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Jessica Martinez,02/15/24,Services,Sales Accepted,4,,,551,20,04/16/24,
Fritsch-Kertzmann,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Jessica Martinez,01/03/24,SAAS,Sales Accepted,4,,,1998,70,05/31/24,
Padberg LLC,Netherlands,52.370216,4.895168,Retail & Distribution,Small (11-200),Laura Thompson,03/21/24,Services,Sales Accepted,4,,,1250,10,08/21/24,
"Rath, Hand and Ryan",Spain,40.416775,-3.70379,Banking and Finance,Small (11-200),Laura Thompson,05/16/24,Custom solution,Sales Accepted,4,,,1722,90,10/15/24,
Weber LLC,Germany,52.520008,13.404954,Telecommunications,Small (11-200),Sarah Davis,03/29/24,Services,Sales Accepted,4,,,1479,50,09/04/24,
Weissnat-Mitchell,Netherlands,52.370216,4.895168,Transportation & Logistics,Small (11-200),Jessica Martinez,05/07/24,Services,Sales Accepted,4,,,1335,30,08/10/24,
Ruecker Group,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Michael Brown,05/30/24,Services,Sales Accepted,4,,,943,40,04/16/25,
Kessler and Sons,Portugal,38.736946,-9.142685,Recreation & Sports,Small (11-200),Laura Thompson,04/11/24,Services,Sales Accepted,4,,,1243,60,09/15/24,
Gutkowski and Sons,Belgium,51.260197,4.402771,Government Administration Healthcare,Small (11-200),Michael Brown,03/12/24,Services,Sales Accepted,4,,,862,30,05/26/24,
Fritsch-Bradtke,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Kevin Anderson,02/15/24,SAAS,Sales Accepted,4,,,730,40,08/10/24,
Leannon-Ledner,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Laura Thompson,03/05/24,Services,Sales Accepted,4,,,757,60,10/26/24,
"Rogahn, O'Reilly and McDermott",Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),Laura Thompson,05/07/24,SAAS,Sales Accepted,4,,,1295,30,08/03/24,
"Swift, Franecki and Orn",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),David Wilson,03/03/24,Custom solution,Sales Accepted,4,,,619,20,12/23/24,
"Sipes, Schimmel and Torp",Switzerland,46.204391,6.143158,Telecommunications,Small (11-200),Laura Thompson,04/17/24,Custom solution,Sales Accepted,4,,,544,60,03/25/25,
Torphy-Medhurst,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),John Smith,04/10/24,SAAS,Sales Accepted,4,,,1978,10,10/29/24,
Muller-Muller,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,05/09/24,Services,Sales Accepted,4,,,260,30,08/27/24,
Hegmann-Daniel,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Jessica Martinez,04/24/24,Services,Sales Accepted,4,,,1236,60,08/10/24,
Gusikowski LLC,Spain,40.416775,-3.70379,Agriculture & Mining,Small (11-200),David Wilson,05/11/24,Services,Sales Accepted,4,,,586,10,03/05/25,
"Konopelski, Littel and Romaguera",Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Sarah Davis,02/02/24,SAAS,Sales Accepted,4,,,1023,30,10/04/24,
Dibbert LLC,Italy,41.902782,12.496366,Telecommunications,Small (11-200),Jessica Martinez,01/12/24,SAAS,Sales Accepted,4,,,684,30,10/08/24,
"Wuckert, Kiehn and Weissnat",Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,03/16/24,Custom solution,Sales Accepted,4,,,848,40,01/28/25,
"Nikolaus, Veum and Beahan",Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Jessica Martinez,05/12/24,SAAS,Sales Accepted,4,,,330,10,03/29/25,
Bergstrom-Barrows,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Laura Thompson,02/15/24,SAAS,Sales Accepted,4,,,922,50,04/20/24,
Spinka-White,Spain,40.416775,-3.70379,Education & Science,Small (11-200),Sarah Davis,04/16/24,Services,Sales Accepted,4,,,359,100,12/20/24,
Wintheiser Group,Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Jessica Martinez,01/16/24,SAAS,Sales Accepted,4,,,1991,30,12/19/24,
"Hauck, Wiza and Mitchell",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Jessica Martinez,03/24/24,Services,Sales Accepted,4,,,1851,20,07/17/24,
"Nolan, Abernathy and Fay",Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Emily Johnson,05/07/24,SAAS,Sales Accepted,4,,,1313,10,10/20/24,
"Brekke, Jacobi and Crist",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Kevin Anderson,03/20/24,Services,Sales Accepted,4,,,1229,20,08/30/24,
"Steuber, Schuster and Rutherford",Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Jessica Martinez,05/07/24,SAAS,Sales Accepted,4,,,204,20,03/03/25,
Luettgen Inc,Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Emily Johnson,04/26/24,SAAS,Sales Accepted,4,,,871,50,04/12/25,
Donnelly and Sons,France,48.864716,2.349014,Manufacturing & Production,Small (11-200),Emily Johnson,04/20/24,Services,Sales Accepted,4,,,664,30,09/26/24,
Kshlerin-Jones,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Laura Thompson,03/06/24,SAAS,Sales Accepted,4,,,1416,60,04/29/24,
"Howell, Hickle and Jacobs",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Laura Thompson,03/29/24,SAAS,Sales Accepted,4,,,1478,50,06/01/24,
Auer-Corwin,Italy,41.902782,12.496366,Agriculture & Mining,Small (11-200),David Wilson,05/18/24,Services,Sales Accepted,4,,,1099,50,07/18/24,
"Johnson, Wehner and Boyle",France,48.864716,2.349014,Construction & Engineering,Small (11-200),Emily Johnson,02/28/24,SAAS,Sales Accepted,4,,,633,30,02/19/25,
Lebsack-Schmidt,Switzerland,46.204391,6.143158,Retail & Distribution,Small (11-200),Laura Thompson,03/12/24,Custom solution,Sales Accepted,4,,,502,30,12/02/24,
Hudson LLC,Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Laura Thompson,03/31/24,Services,Sales Accepted,4,,,759,100,12/14/24,
"Corkery, Wiegand and Ullrich",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Laura Thompson,03/26/24,SAAS,Sales Accepted,4,,,1430,20,12/09/24,
Langworth and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),John Smith,05/16/24,Services,Sales Accepted,4,,,607,30,04/13/25,
Wilderman and Sons,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Kevin Anderson,04/11/24,SAAS,Sales Accepted,4,,,271,40,09/22/24,
Muller-Kohler,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),John Smith,02/18/24,Services,Sales Accepted,4,,,935,30,02/05/25,
Leuschke-Zboncak,Switzerland,46.204391,6.143158,Education & Science,Small (11-200),David Wilson,05/30/24,Services,Sales Accepted,4,,,1979,70,11/14/24,
Walter and Sons,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,02/15/24,SAAS,Sales Accepted,4,,,1235,30,03/13/24,
Terry and Sons,France,48.864716,2.349014,Entertainment & Media & Hospitality,Small (11-200),Emily Johnson,04/11/24,SAAS,Sales Accepted,4,,,563,30,02/10/25,
Monahan Inc,Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Kevin Anderson,04/07/24,SAAS,Sales Accepted,4,,,1178,30,08/06/24,
Mayer Inc,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Laura Thompson,01/27/24,SAAS,Sales Accepted,4,,,1462,20,11/18/24,
Hirthe LLC,Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Small (11-200),Sarah Davis,04/27/24,SAAS,Sales Accepted,4,,,210,40,06/21/24,
"Steuber, Frami and Witting",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Small (11-200),Jessica Martinez,01/18/24,SAAS,Sales Accepted,4,,,1139,20,04/08/24,
Abbott-Dibbert,Spain,40.416775,-3.70379,Agriculture & Mining,Small (11-200),David Wilson,04/08/24,Custom solution,Sales Accepted,4,,,1800,90,08/22/24,
Lindgren-McDermott,Portugal,38.736946,-9.142685,Education & Science,Small (11-200),Michael Brown,05/25/24,Services,Sales Accepted,4,,,468,50,03/10/25,
Kreiger-Dooley,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Sarah Davis,04/16/24,Services,Sales Accepted,4,,,642,50,02/03/25,
Prohaska and Sons,Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Kevin Anderson,02/24/24,SAAS,Sales Accepted,4,,,1798,30,02/23/25,
Kessler-Fisher,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Laura Thompson,02/24/24,SAAS,Sales Accepted,4,,,1720,20,11/10/24,
Howell Inc,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Jessica Martinez,01/02/24,Custom solution,Sales Accepted,4,,,1336,30,11/16/24,
"Jaskolski, Rippin and Pfannerstill",Switzerland,46.204391,6.143158,Manufacturing & Production,Small (11-200),David Wilson,04/27/24,SAAS,Sales Accepted,4,,,1544,20,07/18/24,
Mertz-Grimes,France,48.864716,2.349014,IT & IT Services,Small (11-200),Kevin Anderson,01/17/24,Services,Sales Accepted,4,,,828,50,03/11/24,
Heller and Sons,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Laura Thompson,03/05/24,Services,Sales Accepted,4,,,1570,40,12/25/24,
Rau and Sons,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,04/30/24,SAAS,Sales Accepted,4,,,1831,20,09/21/24,
Koepp-Abbott,Netherlands,52.370216,4.895168,Transportation & Logistics,Small (11-200),Michael Brown,03/25/24,SAAS,Sales Accepted,4,,,1616,20,12/07/24,
"Ward, Koepp and Thiel",France,48.864716,2.349014,Banking and Finance,Small (11-200),Jessica Martinez,03/30/24,Services,Sales Accepted,4,,,1210,40,07/11/24,
Conroy Group,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Emily Johnson,03/09/24,SAAS,Sales Accepted,4,,,1493,50,01/31/25,
Baumbach Inc,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Michael Brown,02/02/24,Services,Sales Accepted,4,,,365,30,08/25/24,
Kirlin Group,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Laura Thompson,05/20/24,SAAS,Sales Accepted,4,,,550,60,01/01/25,
"Grant, Kihn and Volkman",Netherlands,52.370216,4.895168,Professional Services  & Consulting,Small (11-200),David Wilson,04/25/24,Custom solution,Sales Accepted,4,,,931,20,04/13/25,
Rodriguez-Leannon,Belgium,51.260197,4.402771,Government Administration Healthcare,Small (11-200),Sarah Davis,02/07/24,Custom solution,Sales Accepted,4,,,1626,30,08/14/24,
Jacobs-Dickinson,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Kevin Anderson,02/16/24,Services,Sales Accepted,4,,,1206,30,11/21/24,
Durgan and Sons,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Laura Thompson,03/10/24,Services,Sales Accepted,4,,,885,20,11/02/24,
Bechtelar-Price,Spain,40.416775,-3.70379,Government Administration Healthcare,Small (11-200),Jessica Martinez,02/03/24,SAAS,Sales Accepted,4,,,1709,20,05/16/24,
"Spencer, Walter and Wolf",Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Michael Brown,03/22/24,SAAS,Sales Accepted,4,,,642,30,09/13/24,
Herman-Graham,Spain,40.416775,-3.70379,Manufacturing & Production,Small (11-200),Emily Johnson,05/06/24,Services,Sales Accepted,4,,,1124,40,11/16/24,
Kulas-Cummings,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Michael Brown,05/29/24,SAAS,Sales Accepted,4,,,1397,80,08/05/24,
Towne LLC,Portugal,38.736946,-9.142685,Energy & Utilities,Small (11-200),Laura Thompson,01/09/24,SAAS,Sales Accepted,4,,,1935,30,04/14/24,
"Stark, Beahan and Frami",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Kevin Anderson,04/20/24,Services,Sales Accepted,4,,,1661,20,03/21/25,
"Hackett, Breitenberg and Feil",France,48.864716,2.349014,Professional Services  & Consulting,Small (11-200),David Wilson,04/30/24,SAAS,Sales Accepted,4,,,1163,90,03/27/25,
"Moore, Bergstrom and Greenholt",Italy,41.902782,12.496366,Telecommunications,Small (11-200),Jessica Martinez,02/22/24,SAAS,Sales Accepted,4,,,373,50,05/05/24,
Bartoletti-Sawayn,France,48.864716,2.349014,Recreation & Sports,Small (11-200),Michael Brown,01/09/24,SAAS,Sales Accepted,4,,,388,40,03/12/24,
"Shields, Veum and Legros",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Laura Thompson,03/23/24,SAAS,Sales Accepted,4,,,871,50,11/28/24,
Kautzer-Shanahan,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),John Smith,02/15/24,SAAS,Sales Accepted,4,,,1917,30,09/06/24,
"Walter, Roberts and Grant",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Laura Thompson,02/05/24,Services,Sales Accepted,4,,,1362,40,03/01/24,
"Ferry, Kassulke and Abshire",Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),John Smith,02/05/24,Services,Sales Accepted,4,,,834,20,01/14/25,
Douglas Inc,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),John Smith,04/23/24,SAAS,Sales Accepted,4,,,1846,80,08/04/24,
Nitzsche Inc,Portugal,38.736946,-9.142685,Agriculture & Mining,Small (11-200),Laura Thompson,04/19/24,SAAS,Sales Accepted,4,,,1583,40,06/07/24,
Schroeder-Boyle,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),David Wilson,04/30/24,SAAS,Sales Accepted,4,,,799,20,07/18/24,
Torp-Bernhard,France,48.864716,2.349014,Banking and Finance,Small (11-200),Emily Johnson,03/18/24,SAAS,Sales Accepted,4,,,1320,90,01/19/25,
Medhurst-Marvin,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Jessica Martinez,01/10/24,SAAS,Sales Accepted,4,,,1730,90,06/04/24,
Barrows-Abbott,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Sarah Davis,02/20/24,Services,Sales Accepted,4,,,1805,60,10/13/24,
Hermann LLC,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Michael Brown,05/11/24,Custom solution,Sales Accepted,4,,,1564,50,11/11/24,
"Kautzer, Bahringer and Littel",Portugal,38.736946,-9.142685,IT & IT Services,Small (11-200),Laura Thompson,02/12/24,Custom solution,Sales Accepted,4,,,1373,20,06/25/24,
Weber and Sons,Spain,40.416775,-3.70379,Recreation & Sports,Small (11-200),David Wilson,03/31/24,SAAS,Sales Accepted,4,,,1364,40,01/07/25,
"Pfannerstill, Denesik and Rodriguez",Germany,52.520008,13.404954,Agriculture & Mining,Small (11-200),Kevin Anderson,02/25/24,Services,Sales Accepted,4,,,1430,60,11/13/24,
Kirlin-Rodriguez,Austria,48.210033,16.363449,Education & Science,Small (11-200),Kevin Anderson,02/22/24,Services,Sales Accepted,4,,,704,60,10/22/24,
Mante-Towne,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),John Smith,03/08/24,Services,Sales Accepted,4,,,1907,40,07/15/24,
"Rau, Veum and Purdy",Austria,48.210033,16.363449,Banking and Finance,Small (11-200),David Wilson,04/28/24,Services,Sales Accepted,4,,,1580,40,12/07/24,
Hyatt-Dare,France,48.864716,2.349014,Telecommunications,Small (11-200),John Smith,03/18/24,SAAS,Sales Accepted,4,,,733,60,05/27/24,
"Leuschke, Wuckert and Yundt",Italy,41.902782,12.496366,Agriculture & Mining,Small (11-200),Jessica Martinez,02/28/24,SAAS,Sales Accepted,4,,,1890,40,11/13/24,
"Mayer, Ryan and Satterfield",Portugal,38.736946,-9.142685,Construction & Engineering,Small (11-200),Laura Thompson,01/25/24,SAAS,Sales Accepted,4,,,684,40,07/08/24,
Mann-Moore,Italy,41.902782,12.496366,Telecommunications,Small (11-200),Emily Johnson,03/10/24,SAAS,Sales Accepted,4,,,842,70,08/03/24,
"Ebert, Schinner and Haag",France,48.864716,2.349014,Government Administration Healthcare,Small (11-200),Emily Johnson,05/09/24,SAAS,Sales Accepted,4,,,596,40,04/18/25,
Hegmann-Kris,Netherlands,52.370216,4.895168,Agriculture & Mining,Small (11-200),Laura Thompson,03/26/24,Services,Sales Accepted,4,,,1579,50,10/18/24,
"Williamson, Williamson and Walker",Germany,52.520008,13.404954,Retail & Distribution,Small (11-200),Jessica Martinez,03/27/24,Services,Sales Accepted,4,,,566,30,04/25/24,
"Runolfsson, Schinner and Beier",Spain,40.416775,-3.70379,Transportation & Logistics,Small (11-200),Michael Brown,03/10/24,Custom solution,Sales Accepted,4,,,1973,40,02/13/25,
"Schamberger, Hartmann and Jones",Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Laura Thompson,02/25/24,SAAS,Sales Accepted,4,,,599,80,06/09/24,
"Marvin, Gutkowski and Anderson",Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,03/27/24,Custom solution,Sales Accepted,4,,,769,50,05/31/24,
"Kutch, Dickinson and Ullrich",Netherlands,52.370216,4.895168,IT & IT Services,Small (11-200),Michael Brown,05/31/24,SAAS,Sales Accepted,4,,,1456,50,11/17/24,
Wolf LLC,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),John Smith,04/26/24,Custom solution,Sales Accepted,4,,,830,80,04/03/25,
"Quitzon, O'Conner and Erdman",Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Kevin Anderson,05/29/24,SAAS,Sales Accepted,4,,,298,50,04/14/25,
"Tremblay, Jacobson and Hackett",Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Michael Brown,03/28/24,Services,Sales Accepted,4,,,943,60,01/31/25,
Bauch-Kovacek,France,48.864716,2.349014,IT & IT Services,Small (11-200),Michael Brown,04/17/24,SAAS,Sales Accepted,4,,,909,30,02/22/25,
"Marvin, Hills and Hirthe",Switzerland,46.204391,6.143158,Construction & Engineering,Small (11-200),Emily Johnson,01/30/24,SAAS,Sales Accepted,4,,,227,30,03/02/24,
